average_speed,borough,day_type,month,period,route_id,total_mileage,total_operating_time,trip_type
11.288851,Staten Island,1,2019-12-01T00:00:00.000,Peak,S54,5548.859,491.0,LCL/LTD
14.798924,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S55,6443.271,435.0,LCL/LTD
14.110137,Staten Island,1,2019-12-01T00:00:00.000,Peak,S55,3947.107,279.0,LCL/LTD
14.047811,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S56,6149.9014,437.0,LCL/LTD
13.690224,Staten Island,1,2019-12-01T00:00:00.000,Peak,S56,3923.7742,286.0,LCL/LTD
12.157368,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S57,10556.147,868.0,LCL/LTD
11.140195,Staten Island,1,2019-12-01T00:00:00.000,Peak,S57,4772.862,428.0,LCL/LTD
13.538903,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S57,4155.1606,306.0,LCL/LTD
13.656071,Staten Island,2,2019-12-01T00:00:00.000,Peak,S57,1831.704,134.0,LCL/LTD
12.416045,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S59,20867.213,1680.0,LCL/LTD
13.142487,Staten Island,1,2019-12-01T00:00:00.000,Peak,S59,10428.782,793.0,LCL/LTD
12.551537,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S59,3122.1182,248.0,LCL/LTD
11.914769,Staten Island,2,2019-12-01T00:00:00.000,Peak,S59,1183.911,99.0,LCL/LTD
10.959954,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S61,15942.853,1454.0,LCL/LTD
10.230288,Staten Island,1,2019-12-01T00:00:00.000,Peak,S61,5365.8003,524.0,LCL/LTD
11.43024,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S61,5521.936,483.0,LCL/LTD
11.651495,Staten Island,2,2019-12-01T00:00:00.000,Peak,S61,2115.4001,181.0,LCL/LTD
12.324969,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S62,17185.879,1394.0,LCL/LTD
10.537372,Staten Island,1,2019-12-01T00:00:00.000,Peak,S62,4881.894,463.0,LCL/LTD
13.398594,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S62,6274.018,468.0,LCL/LTD
12.426283,Staten Island,2,2019-12-01T00:00:00.000,Peak,S62,1818.614,146.0,LCL/LTD
11.725881,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S66,9407.3545,802.0,LCL/LTD
10.171678,Staten Island,1,2019-12-01T00:00:00.000,Peak,S66,4317.205,424.0,LCL/LTD
13.686459,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S74,33502.938,2447.0,LCL/LTD
11.774375,Staten Island,1,2019-12-01T00:00:00.000,Peak,S74,11187.157,950.0,LCL/LTD
14.879,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S74,13037.438,876.0,LCL/LTD
13.733146,Staten Island,2,2019-12-01T00:00:00.000,Peak,S74,3955.287,288.0,LCL/LTD
11.133646,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S76,14809.392,1330.0,LCL/LTD
10.510015,Staten Island,1,2019-12-01T00:00:00.000,Peak,S76,6568.216,624.0,LCL/LTD
12.281066,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S76,3576.352,291.0,LCL/LTD
12.302157,Staten Island,2,2019-12-01T00:00:00.000,Peak,S76,1590.3341,129.0,LCL/LTD
13.632328,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S78,43282.438,3174.0,LCL/LTD
12.799973,Staten Island,1,2019-12-01T00:00:00.000,Peak,S78,13059.293,1020.0,LCL/LTD
14.918957,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S78,12815.845,859.0,LCL/LTD
13.953081,Staten Island,2,2019-12-01T00:00:00.000,Peak,S78,3806.761,272.0,LCL/LTD
9.063095,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S79+,65.214,7.0,LCL/LTD
14.686599,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S79+,44059.3,2999.0,SBS
13.982932,Staten Island,1,2019-12-01T00:00:00.000,Peak,S79+,26619.836,1903.0,SBS
15.192358,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,S79+,18085.193,1190.0,SBS
15.170938,Staten Island,2,2019-12-01T00:00:00.000,Peak,S79+,8187.692,539.0,SBS
13.637272,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S81,123.584,9.0,LCL/LTD
11.693734,Staten Island,1,2019-12-01T00:00:00.000,Peak,S81,1112.256,95.0,LCL/LTD
14.725184,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S84,925.76,62.0,LCL/LTD
12.577381,Staten Island,1,2019-12-01T00:00:00.000,Peak,S84,1935.68,153.0,LCL/LTD
10.699784,Staten Island,1,2019-12-01T00:00:00.000,Peak,S86,743.742,69.0,LCL/LTD
16.267818,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S89,2430.1,149.0,LCL/LTD
15.689068,Staten Island,1,2019-12-01T00:00:00.000,Peak,S89,6160.888,392.0,LCL/LTD
15.729906,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S90,2374.119,150.0,LCL/LTD
14.431803,Staten Island,1,2019-12-01T00:00:00.000,Peak,S90,3143.844,217.0,LCL/LTD
11.121891,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S91,1287.742,115.0,LCL/LTD
10.168447,Staten Island,1,2019-12-01T00:00:00.000,Peak,S91,1527.696,150.0,LCL/LTD
11.466449,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S92,853.34906,74.0,LCL/LTD
10.865158,Staten Island,1,2019-12-01T00:00:00.000,Peak,S92,2525.787,232.0,LCL/LTD
13.093988,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S93,17292.412,1320.0,LCL/LTD
11.85782,Staten Island,1,2019-12-01T00:00:00.000,Peak,S93,9421.255,794.0,LCL/LTD
11.890914,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S94,1201.6,101.0,LCL/LTD
10.641106,Staten Island,1,2019-12-01T00:00:00.000,Peak,S94,2521.608,236.0,LCL/LTD
12.019705,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S96,2520.472,209.0,LCL/LTD
10.673237,Staten Island,1,2019-12-01T00:00:00.000,Peak,S96,2843.721,266.0,LCL/LTD
11.231609,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,S98,2303.497,205.0,LCL/LTD
8.67776,Staten Island,1,2019-12-01T00:00:00.000,Peak,S98,3064.604,353.0,LCL/LTD
15.681998,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM1,10891.645,694.0,EXP
14.986078,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM1,13249.5625,884.0,EXP
16.309828,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM10,17382.844,1065.0,EXP
14.510234,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM10,11940.838,822.0,EXP
16.58515,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM11,6269.7256,378.0,EXP
14.443802,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM11,6244.8857,432.0,EXP
15.753877,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM15,5151.8677,327.0,EXP
14.468295,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM15,7720.431,533.0,EXP
14.732816,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM1C,43415.242,2946.0,EXP
13.261528,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM1C,4548.17,342.0,EXP
16.444784,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,SIM1C,19082.705,1160.0,EXP
16.338146,Staten Island,2,2019-12-01T00:00:00.000,Peak,SIM1C,5954.855,364.0,EXP
23.572964,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM2,11799.375,500.0,EXP
21.942707,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM2,10868.985,495.0,EXP
23.455881,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM22,7232.106,308.0,EXP
19.29847,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM22,7502.4517,388.0,EXP
23.442797,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM25,10740.278,458.0,EXP
19.67358,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM25,9943.716,505.0,EXP
23.307919,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM26,14284.07,612.0,EXP
19.305185,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM26,10480.072,542.0,EXP
16.102608,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM3,6260.752,388.0,EXP
14.456247,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM3,6593.924,456.0,EXP
17.476837,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM30,4057.709,232.0,EXP
15.617253,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM30,5403.409,345.0,EXP
16.968573,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM31,4964.189,292.0,EXP
14.850021,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM31,7077.8833,476.0,EXP
17.631117,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM32,1540.318,87.0,EXP
16.72983,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM32,3281.11,196.0,EXP
17.14769,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM33,3892.111,226.0,EXP
15.248023,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM33,5770.538,378.0,EXP
14.057189,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM33C,17409.79,1238.0,EXP
13.57844,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM33C,3670.1091,270.0,EXP
15.685262,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,SIM33C,7965.7603,507.0,EXP
16.027039,Staten Island,2,2019-12-01T00:00:00.000,Peak,SIM33C,2783.981,173.0,EXP
17.353506,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM34,4107.98,236.0,EXP
14.965031,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM34,7456.68,498.0,EXP
15.761449,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM35,3443.697,218.0,EXP
14.3447,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM35,5384.797,375.0,EXP
13.486837,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM3C,18438.74,1367.0,EXP
12.070388,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM3C,2500.857,207.0,EXP
15.424355,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,SIM3C,8032.944,520.0,EXP
16.682089,Staten Island,2,2019-12-01T00:00:00.000,Peak,SIM3C,3096.395,185.0,EXP
17.95724,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM4,5266.524,293.0,EXP
18.173723,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM4,11252.867,619.0,EXP
16.109558,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM4C,15236.232,945.0,EXP
15.712764,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM4C,2293.077,145.0,EXP
17.195965,Staten Island,2,2019-12-01T00:00:00.000,Off-Peak,SIM4C,8265.527,480.0,EXP
17.216211,Staten Island,2,2019-12-01T00:00:00.000,Peak,SIM4C,4201.827,244.0,EXP
21.143534,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM4X,1072.911,50.0,EXP
19.666494,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM4X,2003.77,101.0,EXP
17.00106,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM5,6486.046,381.0,EXP
15.692052,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM5,8369.369,533.0,EXP
16.780666,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM6,17192.408,1024.0,EXP
14.906609,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM6,12741.088,854.0,EXP
16.20154,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM7,6689.301,412.0,EXP
14.753262,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM7,7846.973,531.0,EXP
20.012234,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM8,17800.842,889.0,EXP
16.871796,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM8,7212.252,427.0,EXP
24.091213,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM8X,1432.912,59.0,EXP
18.193104,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM8X,4659.714,256.0,EXP
17.015848,Staten Island,1,2019-12-01T00:00:00.000,Off-Peak,SIM9,4932.067,289.0,EXP
15.267305,Staten Island,1,2019-12-01T00:00:00.000,Peak,SIM9,5858.468,383.0,EXP
6.835835765943641,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX1,21090.043948173523,3085.2180582284927,LCL/LTD
6.542820839301045,Bronx,1,2020-01-01T00:00:00.000,Peak,BX1,8898.787000656128,1360.0841623544693,LCL/LTD
7.035971294228611,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX1,7162.781005382538,1018.0230569243431,LCL/LTD
6.956308065115483,Bronx,2,2020-01-01T00:00:00.000,Peak,BX1,2749.674006462097,395.27777963876724,LCL/LTD
8.732064774014999,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX10,23386.70095682144,2678.2555514723063,LCL/LTD
7.5560051319377335,Bronx,1,2020-01-01T00:00:00.000,Peak,BX10,11047.271966934204,1462.0519406795502,LCL/LTD
9.603281851894742,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX10,7291.987985610962,759.3225001692772,LCL/LTD
9.041102828299142,Bronx,2,2020-01-01T00:00:00.000,Peak,BX10,2832.4569849967957,313.28666853904724,LCL/LTD
5.919947149100306,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX11,15961.40098619461,2696.206669449806,LCL/LTD
5.207882416043099,Bronx,1,2020-01-01T00:00:00.000,Peak,BX11,8114.594039916992,1558.1369531154633,LCL/LTD
6.539764216042726,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX11,6125.86797618866,936.7108314335346,LCL/LTD
6.17673769663345,Bronx,2,2020-01-01T00:00:00.000,Peak,BX11,2523.4769926071167,408.54527366161346,LCL/LTD
8.953250072091521,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX12,16343.83713555336,1825.4641615003347,LCL/LTD
7.485292481944339,Bronx,1,2020-01-01T00:00:00.000,Peak,BX12,5882.787015914917,785.9127789735794,LCL/LTD
10.088815793728628,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX12,7046.382025241852,698.4349966645241,LCL/LTD
9.424774394367567,Bronx,2,2020-01-01T00:00:00.000,Peak,BX12,2248.238006591797,238.54555159807205,LCL/LTD
9.546404753061026,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX12+,33721.812890052795,3532.4097146876156,SBS
8.666667890376004,Bronx,1,2020-01-01T00:00:00.000,Peak,BX12+,16727.903953552246,1930.1424913406372,SBS
10.019905997800949,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX12+,11895.367978572845,1187.173610329628,SBS
9.887283372992842,Bronx,2,2020-01-01T00:00:00.000,Peak,BX12+,5410.1099853515625,547.1786112785339,SBS
6.4957343888458645,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX13,9769.071994543076,1503.921098023653,LCL/LTD
5.5852549597737635,Bronx,1,2020-01-01T00:00:00.000,Peak,BX13,5695.193009853363,1019.6836224794388,LCL/LTD
6.676144679958822,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX13,3394.0369987487793,508.38278099894524,LCL/LTD
6.34098247063879,Bronx,2,2020-01-01T00:00:00.000,Peak,BX13,1539.1149945259094,242.72500383853912,LCL/LTD
6.0985717756211075,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX15,29950.970252513885,4911.144995003939,LCL/LTD
5.460554499094468,Bronx,1,2020-01-01T00:00:00.000,Peak,BX15,12861.70811843872,2355.3849925994873,LCL/LTD
6.488808593516236,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX15,11954.806149721146,1842.3730608522892,LCL/LTD
6.130910895614357,Bronx,2,2020-01-01T00:00:00.000,Peak,BX15,4493.49104309082,732.9238867759705,LCL/LTD
8.851127483520315,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX16,15426.421082496643,1742.8763862252235,LCL/LTD
7.634917709097958,Bronx,1,2020-01-01T00:00:00.000,Peak,BX16,8244.076001167297,1079.785835981369,LCL/LTD
9.884561487293167,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX16,4949.359065532684,500.71609872579575,LCL/LTD
9.428278348847886,Bronx,2,2020-01-01T00:00:00.000,Peak,BX16,1999.5100173950195,212.07583647966385,LCL/LTD
6.491873952075353,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX17,14545.369977474213,2240.5502763688564,LCL/LTD
5.845938639801434,Bronx,1,2020-01-01T00:00:00.000,Peak,BX17,7343.029983520508,1256.0908411741257,LCL/LTD
7.295576075007652,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX17,5487.862010002136,752.217776030302,LCL/LTD
6.935974710930259,Bronx,2,2020-01-01T00:00:00.000,Peak,BX17,2326.087010383606,335.36555528640747,LCL/LTD
7.1478475415134435,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX18,2633.0069773197174,368.3636174425483,LCL/LTD
6.354497589914976,Bronx,1,2020-01-01T00:00:00.000,Peak,BX18,1759.104983329773,276.82833433151245,LCL/LTD
7.670165254759146,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX18,885.6249935626984,115.46361312270164,LCL/LTD
7.4022176724193685,Bronx,2,2020-01-01T00:00:00.000,Peak,BX18,413.0889971256256,55.80611316859722,LCL/LTD
5.806136465109056,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX19,26361.374047756195,4540.260844051838,LCL/LTD
5.171199951906588,Bronx,1,2020-01-01T00:00:00.000,Peak,BX19,10587.519093513489,2047.4008338451385,LCL/LTD
6.369272172236611,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX19,10922.51800775528,1714.8769454956055,LCL/LTD
6.086181840801835,Bronx,2,2020-01-01T00:00:00.000,Peak,BX19,4108.2860107421875,675.0186107158661,LCL/LTD
5.7188708490297415,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX2,19504.259853839874,3410.5088869333267,LCL/LTD
5.582557524545299,Bronx,1,2020-01-01T00:00:00.000,Peak,BX2,9532.047952651978,1707.4697234630585,LCL/LTD
6.396328996546441,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX2,6471.062967300415,1011.6838847398758,LCL/LTD
6.299006667077869,Bronx,2,2020-01-01T00:00:00.000,Peak,BX2,2780.650981426239,441.44277477264404,LCL/LTD
8.14420158472461,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX20,627.0559914112091,76.99416387081146,LCL/LTD
7.344539694448741,Bronx,1,2020-01-01T00:00:00.000,Peak,BX20,2069.27099609375,281.7427752017975,LCL/LTD
8.862280662968866,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX20,30.30900001525879,3.4200000166893005,LCL/LTD
8.433302131171653,Bronx,2,2020-01-01T00:00:00.000,Peak,BX20,118.34500074386597,14.03305596113205,LCL/LTD
6.924790321540362,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX21,22213.73087453842,3207.856100052595,LCL/LTD
6.116599409799766,Bronx,1,2020-01-01T00:00:00.000,Peak,BX21,9254.210977554321,1512.9666596651077,LCL/LTD
7.895723464362754,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX21,7930.501935958862,1004.4047226011753,LCL/LTD
7.337295211819275,Bronx,2,2020-01-01T00:00:00.000,Peak,BX21,2885.2119936943054,393.22555661201477,LCL/LTD
6.575603064696066,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX22,17081.11893606186,2597.6505528092384,LCL/LTD
5.954702540485861,Bronx,1,2020-01-01T00:00:00.000,Peak,BX22,8780.849027633667,1474.6075001955032,LCL/LTD
7.25198299929003,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX22,5947.597001075745,820.1338863670826,LCL/LTD
6.778006883547632,Bronx,2,2020-01-01T00:00:00.000,Peak,BX22,2147.1859941482544,316.78722536563873,LCL/LTD
11.3622202970143,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX23,9730.835809230804,856.4202730506659,LCL/LTD
10.667855508998855,Bronx,1,2020-01-01T00:00:00.000,Peak,BX23,7534.338914871216,706.2655571699142,LCL/LTD
12.021395522222427,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX23,3205.1009130477905,266.6163763701916,LCL/LTD
11.600122940174137,Bronx,2,2020-01-01T00:00:00.000,Peak,BX23,1410.0529651641846,121.55500182509422,LCL/LTD
9.710991113871215,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX24,5349.598993301392,550.8808452785015,LCL/LTD
8.661436434076494,Bronx,1,2020-01-01T00:00:00.000,Peak,BX24,1870.186993598938,215.92111283540726,LCL/LTD
10.660981678098635,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX24,2632.542998313904,246.93251314014196,LCL/LTD
10.654435415167573,Bronx,2,2020-01-01T00:00:00.000,Peak,BX24,907.4589967727661,85.17194589972496,LCL/LTD
7.312379231715768,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX26,13160.367143154144,1799.73805052042,LCL/LTD
6.688423153249311,Bronx,1,2020-01-01T00:00:00.000,Peak,BX26,7027.790023803711,1050.7394437789917,LCL/LTD
7.770202244305389,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX26,4343.584055900574,559.0052767395973,LCL/LTD
7.617265612784501,Bronx,2,2020-01-01T00:00:00.000,Peak,BX26,1877.8760232925415,246.52888828516006,LCL/LTD
8.028876422903648,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX27,6356.204988956451,791.668055921793,LCL/LTD
6.812179392048779,Bronx,1,2020-01-01T00:00:00.000,Peak,BX27,3637.348022222519,533.947773963213,LCL/LTD
8.788704609924736,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX27,2237.2209753990173,254.55639649927616,LCL/LTD
7.715589951095979,Bronx,2,2020-01-01T00:00:00.000,Peak,BX27,904.2199943065643,117.19388926029205,LCL/LTD
7.420112909727719,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX28,18450.621889591217,2486.5688856840134,LCL/LTD
6.364747585432371,Bronx,1,2020-01-01T00:00:00.000,Peak,BX28,6010.697883605957,944.3733318448067,LCL/LTD
8.252886053615633,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX28,6777.684951782227,821.2502762973309,LCL/LTD
7.626049039917884,Bronx,2,2020-01-01T00:00:00.000,Peak,BX28,2355.5509734153748,308.8822221159935,LCL/LTD
14.952431491916592,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX29,8317.15709066391,556.2411100268364,LCL/LTD
13.929499809451555,Bronx,1,2020-01-01T00:00:00.000,Peak,BX29,4131.683053970337,296.6138849556446,LCL/LTD
14.870655393187803,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX29,4077.8310494422913,274.2199951261282,LCL/LTD
14.298175400274205,Bronx,2,2020-01-01T00:00:00.000,Peak,BX29,1359.6770191192627,95.09444254636765,LCL/LTD
7.167443575495417,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX3,16525.45691728592,2305.627765774727,LCL/LTD
6.0641115200613465,Bronx,1,2020-01-01T00:00:00.000,Peak,BX3,7034.713003158569,1160.056667804718,LCL/LTD
7.523330819155826,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX3,7018.41500711441,932.8866662681103,LCL/LTD
7.20277435070631,Bronx,2,2020-01-01T00:00:00.000,Peak,BX3,2905.147003173828,403.33722281455994,LCL/LTD
7.491853576352514,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX30,16311.219896316528,2177.19416564703,LCL/LTD
6.998790081672271,Bronx,1,2020-01-01T00:00:00.000,Peak,BX30,8762.907014846802,1252.0602722167969,LCL/LTD
8.031826561794764,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX30,5466.815939903259,680.6441720128059,LCL/LTD
7.8863189519827745,Bronx,2,2020-01-01T00:00:00.000,Peak,BX30,2450.7809777259827,310.76361387968063,LCL/LTD
7.897173097739899,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX31,16736.073101997375,2119.2486089468002,LCL/LTD
6.973677514497157,Bronx,1,2020-01-01T00:00:00.000,Peak,BX31,7443.529047012329,1067.3750014305115,LCL/LTD
8.793077457696771,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX31,5240.762068748474,596.0099969506264,LCL/LTD
8.445765010678155,Bronx,2,2020-01-01T00:00:00.000,Peak,BX31,1992.8580260276794,235.95944517850876,LCL/LTD
5.774963427204573,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX32,10278.685881614685,1779.8702989518642,LCL/LTD
5.312022413641007,Bronx,1,2020-01-01T00:00:00.000,Peak,BX32,5582.458938598633,1050.9102755784988,LCL/LTD
6.787669356311267,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX32,2700.560971736908,397.86277586221695,LCL/LTD
6.694877763479575,Bronx,2,2020-01-01T00:00:00.000,Peak,BX32,1179.1669936180115,176.12972712516785,LCL/LTD
6.877218761775749,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX33,4231.503022193909,615.2927758693695,LCL/LTD
5.462281628385331,Bronx,1,2020-01-01T00:00:00.000,Peak,BX33,1964.1470034122467,359.58362036943436,LCL/LTD
7.648404272100252,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX33,1170.004014968872,152.97361035645008,LCL/LTD
7.358156371003806,Bronx,2,2020-01-01T00:00:00.000,Peak,BX33,540.0580081939697,73.39583191275597,LCL/LTD
7.881325951969663,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX34,7555.052137374878,958.6016595959663,LCL/LTD
6.126636400845324,Bronx,1,2020-01-01T00:00:00.000,Peak,BX34,2459.5670478343964,401.4547113478184,LCL/LTD
8.67101583510957,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX34,2644.5370485782623,304.98584005236626,LCL/LTD
8.397843363898774,Bronx,2,2020-01-01T00:00:00.000,Peak,BX34,1100.5700223445892,131.0538878440857,LCL/LTD
5.650372129813057,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX35,11481.053894996643,2031.9111080169678,LCL/LTD
4.758403609379567,Bronx,1,2020-01-01T00:00:00.000,Peak,BX35,4693.617971420288,986.3850057125092,LCL/LTD
6.196945455047513,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX35,4690.319945812225,756.8761061131954,LCL/LTD
5.888578771416496,Bronx,2,2020-01-01T00:00:00.000,Peak,BX35,1760.0879797935486,298.8986049294472,LCL/LTD
6.152569099471702,Bronx,1,2020-01-01T00:00:00.000,Off-Peak,BX36,29417.64613342285,4781.359730839729,LCL/LTD
5.713337188544735,Bronx,1,2020-01-01T00:00:00.000,Peak,BX36,13272.579023838043,2323.0869430303574,LCL/LTD
6.7951776620297295,Bronx,2,2020-01-01T00:00:00.000,Off-Peak,BX36,11277.660058021545,1659.6563944220543,LCL/LTD
6.502189355598345,Bronx,2,2020-01-01T00:00:00.000,Peak,BX36,4405.618010997772,677.5591681599617,LCL/LTD
